1000 9940
774 789 -19
771 382 35
53 78 38
643 527 82
156 336 20
312 781 78
604 515 30
43 341 12
284 937 61
483 407 35
112 455 -7
851 365 33
165 269 19
279 714 9
594 986 -20
791 327 -1
515 784 -11
35 145 1
541 974 53
164 317 13
858 210 136
793 425 24
164 85 18
867 425 62
664 815 23
851 642 78
81 231 41
905 429 18
694 335 111
366 802 56
836 254 15
173 691 126
572 312 -35
372 613 75
349 290 34
710 439 73
2 924 67
403 578 -55
918 726 93
606 279 33
679 483 -15
876 145 150
697 804 43
912 126 50
813 747 50
246 61 -1
221 835 35
810 530 -31
76 368 40
362 392 35
120 709 21
999 597 -31
334 371 67
22 254 20
57 800 28
604 358 -28
596 996 35
971 8 30
819 470 125
91 770 46
518 859 -19
465 615 64
636 320 -1
60 350 102
960 260 52
681 22 115
848 184 -3
422 559 42
952 393 -57
754 5 34
535 394 104
741 118 1
664 469 69
341 195 44
752 726 -25
559 609 117
998 759 47
981 79 28
213 756 19
264 147 106
282 313 97
916 69 6
768 19 79
268 611 86
570 131 60
926 773 29
682 618 107
953 795 33
733 597 -42
145 946 105
999 995 0
287 924 7
116 866 -9
294 897 38
55 108 131
111 558 -47
305 50 -8
43 421 105
85 636 47
839 579 14
45 924 76
719 854 35
86 697 -24
673 634 48
191 145 55
953 14 -6
951 495 26
471 720 31
469 479 -59
473 607 42
105 733 47
895 452 41
720 738 89
890 47 37
796 598 120
144 733 46
448 971 95
953 103 56
950 407 62
699 785 35
558 507 32
216 214 17
227 28 10
368 86 21
454 471 -34
430 725 -44
885 169 99
969 942 -33
371 470 42
930 227 95
81 741 62
603 437 116
492 734 59
120 700 53
303 732 38
637 3 42
680 698 24
914 107 77
40 438 38
918 583 17
234 737 17
838 533 140
182 881 -35
975 453 128
128 809 93
745 315 138
419 649 33
205 716 46
835 904 -3
665 203 68
76 146 42
561 94 56
898 984 75
431 935 -10
804 162 149
864 37 52
968 415 11
777 150 40
833 630 42
84 471 29
505 324 55
284 690 65
176 686 4
943 320 31
818 994 27
814 733 47
831 470 109
368 155 -57
183 847 77
752 159 22
655 810 100
130 60 43
522 437 7
347 409 -5
751 965 100
926 89 70
140 917 70
811 658 95
98 822 -6
500 66 30
501 552 38
832 286 52
382 210 51
951 209 8
799 605 157
386 168 -35
812 528 111
905 661 111
345 568 29
440 207 72
867 84 90
463 848 -19
407 829 85
19 646 150
544 855 109
17 720 32
386 606 43
675 262 132
314 22 35
987 893 71
86 166 4
720 56 106
755 445 29
712 842 104
783 878 100
64 437 66
741 128 45
881 358 51
222 417 38
272 630 14
402 861 62
555 969 97
934 63 136
657 425 19
960 936 80
333 83 54
967 848 32
607 559 5
391 654 61
137 334 85
233 496 119
87 329 145
974 843 3
61 844 42
951 944 117
711 61 -46
940 419 54
796 835 69
847 941 10
407 905 88
231 6 -44
805 889 51
394 950 28
724 832 67
361 935 69
476 962 22
531 889 43
996 470 43
825 33 28
177 44 62
50 181 38
824 478 -56
601 843 -5
708 653 44
918 781 48
821 555 140
903 251 114
809 385 15
615 518 162
812 534 19
990 508 123
629 647 68
726 717 88
345 161 108
368 621 -35
192 908 55
238 353 17
414 608 57
192 915 49
728 831 1
304 791 4
594 697 -60
172 517 59
18 836 65
679 810 78
632 768 -15
506 777 144
941 694 41
710 670 137
173 906 69
433 619 43
848 657 120
180 50 63
422 977 135
170 63 36
278 671 32
534 965 76
23 85 17
673 844 -45
728 718 59
56 407 15
778 715 22
793 1 -62
834 404 11
429 56 35
814 736 50
528 526 -51
386 644 1
99 129 20
78 553 87
130 934 -52
648 699 78
715 366 168
395 131 16
133 610 -12
498 831 -59
184 994 69
358 577 81
912 798 18
991 270 10
986 745 -5
70 694 42
928 238 16
931 516 -28
454 778 23
210 761 35
628 487 -13
40 520 -3
470 661 46
292 103 80
624 568 66
312 651 166
313 462 -15
309 40 55
902 113 -12
740 561 40
881 103 54
714 617 42
897 595 26
350 440 23
49 812 90
5 163 12
190 82 88
620 713 0
602 593 84
405 508 110
193 610 98
700 198 41
820 892 52
83 794 16
484 660 44
639 367 -4
464 486 62
973 442 142
188 12 121
165 281 40
324 830 57
3 364 99
213 24 82
538 440 42
313 428 65
213 312 66
344 482 -12
605 16 34
335 989 -1
768 809 142
983 484 61
252 889 96
19 95 103
356 617 73
983 919 14
254 104 131
628 781 119
96 163 -28
516 418 35
477 51 96
596 754 73
66 932 -32
743 173 -22
179 569 118
682 763 74
599 787 111
599 409 5
954 881 10
142 898 110
491 716 70
531 332 67
530 870 49
394 308 10
999 590 86
785 230 -15
427 360 164
275 178 26
719 205 -16
570 781 24
712 810 76
901 702 35
440 105 -23
815 638 37
360 723 -14
829 849 139
439 130 126
270 485 32
980 23 96
7 26 -11
442 453 103
438 288 19
693 974 34
352 819 -24
22 741 14
105 836 64
272 760 15
680 22 69
593 462 -3
868 611 77
925 505 13
589 655 92
669 193 -41
835 255 21
560 946 48
766 526 53
805 265 -10
284 488 66
236 17 32
211 145 145
791 651 75
57 275 46
21 225 -29
781 411 117
11 789 -1
781 534 52
656 993 22
34 337 4
257 728 33
769 194 76
242 409 58
764 438 23
711 366 44
599 150 27
711 255 -48
692 558 12
857 663 95
432 197 2
303 428 86
864 294 116
299 534 5
996 860 40
47 210 137
464 725 84
676 301 55
423 712 66
177 605 166
138 508 97
108 39 12
391 418 -34
6 267 -17
720 81 80
452 776 -7
349 374 47
306 78 73
715 834 173
907 665 74
909 483 77
712 826 -3
539 142 94
205 239 114
321 513 24
673 284 -17
613 386 50
883 964 -3
865 450 43
360 425 2
536 779 26
325 934 -44
354 464 98
662 522 39
352 884 25
750 508 125
930 714 18
646 352 37
685 903 36
438 352 33
860 260 1
366 584 74
310 669 28
273 287 80
819 936 77
865 576 76
163 797 9
401 491 54
967 154 75
183 246 80
386 132 -10
87 601 52
241 53 17
754 173 11
731 159 46
215 201 10
821 52 152
287 456 36
626 28 -23
398 640 87
48 28 82
932 762 82
321 26 -14
596 634 67
838 654 149
672 401 28
104 47 77
719 979 -50
16 110 25
653 369 98
248 35 121
109 251 -15
224 464 -49
76 820 48
440 965 6
640 32 121
806 113 35
590 250 69
384 662 98
559 806 117
836 629 70
22 71 61
310 58 54
815 14 24
699 529 -54
677 908 111
329 316 12
908 809 55
37 852 61
752 804 -38
478 647 162
4 402 98
842 926 -9
496 716 -25
619 496 12
486 944 48
127 726 70
746 782 18
269 102 17
977 241 65
212 924 53
928 507 -17
154 232 80
148 616 68
389 995 21
702 382 81
339 272 91
204 941 40
107 293 79
109 465 -18
92 958 18
300 752 88
154 27 38
82 463 86
223 391 77
780 195 43
256 925 40
242 56 12
65 654 36
439 385 101
931 897 64
497 480 64
713 909 100
144 87 19
909 864 34
655 278 73
464 218 62
779 1 6
691 744 21
956 599 21
832 621 -28
326 460 71
600 373 62
104 197 47
248 336 56
269 951 103
158 894 92
405 82 61
186 892 36
609 736 13
10 455 69
271 524 105
779 27 1
203 727 61
647 845 -58
614 885 104
652 462 7
427 239 106
207 943 44
313 824 32
195 290 44
786 480 92
286 61 39
787 253 -31
264 912 76
816 314 92
182 401 -32
3 79 9
185 139 -12
305 39 15
361 180 9
463 992 68
215 355 9
873 362 18
194 425 32
554 311 46
676 521 1
955 706 83
999 575 -65
64 999 64
632 772 -38
138 182 109
490 506 22
368 269 50
969 792 -36
621 374 102
765 977 40
423 980 57
413 36 24
825 238 66
307 572 55
84 461 -35
840 567 -2
378 859 -18
55 150 74
177 637 76
710 388 149
535 65 63
506 562 68
397 275 11
617 406 98
500 533 121
717 974 -46
112 492 60
437 529 49
339 183 44
970 147 15
217 501 97
196 138 3
386 216 25
986 165 56
281 869 18
255 884 167
515 471 -77
118 476 44
70 627 -22
729 411 35
492 488 13
592 72 70
770 845 -28
421 877 19
707 889 34
723 17 126
602 749 25
717 664 2
983 581 42
784 950 102
412 452 41
610 390 18
795 622 56
680 78 2
296 474 94
554 710 -15
488 216 76
828 308 103
37 518 150
527 960 8
280 956 76
483 981 -19
44 534 23
916 452 6
258 677 44
480 10 41
520 129 0
586 68 99
759 292 48
742 6 -8
350 877 29
887 792 -41
901 604 108
617 222 93
56 797 50
761 179 -1
542 211 -55
183 596 62
652 581 9
806 249 49
471 158 44
341 93 135
977 106 -17
196 551 57
983 193 11
286 181 113
677 18 100
640 507 9
173 726 61
331 891 16
2 910 0
766 851 3
689 186 59
640 203 123
558 629 56
661 0 72
629 901 65
933 909 3
556 581 6
669 626 26
406 167 6
286 805 71
110 393 -36
714 774 82
129 471 1
177 374 81
486 143 74
748 42 37
939 828 -21
222 912 89
434 450 137
277 877 46
388 505 -50
828 272 127
759 903 -9
15 733 121
265 53 124
714 843 17
19 867 110
450 447 9
524 861 54
762 547 58
682 210 67
586 152 53
957 254 -33
302 340 -30
892 507 -11
324 708 76
307 700 26
366 175 25
648 84 69
487 958 73
309 408 -56
737 959 65
132 171 23
25 957 102
303 827 66
75 16 31
162 815 23
294 987 44
677 830 62
992 107 8
348 826 22
923 7 85
49 608 31
765 65 11
726 189 45
962 913 97
725 547 69
527 839 52
192 996 86
603 395 50
239 576 60
238 948 136
197 123 28
75 156 40
299 104 101
138 62 87
552 35 54
9 199 95
15 888 93
529 780 114
671 907 63
982 31 16
985 640 49
372 852 101
932 134 68
212 161 100
490 461 -19
153 639 68
192 829 -31
172 601 20
478 205 123
787 843 -78
489 939 57
940 252 -5
90 42 37
600 200 122
604 951 47
127 130 161
625 165 77
246 661 21
84 918 -3
957 567 -9
880 981 53
513 647 110
174 204 15
82 391 115
882 695 44
269 366 39
813 536 128
229 599 81
507 977 63
397 230 -48
100 152 69
896 700 65
229 371 75
641 908 118
700 152 19
832 112 -7
131 997 48
179 219 77
482 56 106
855 176 2
491 812 55
256 454 141
112 96 103
295 499 87
31 882 48
849 252 -37
564 450 39
213 539 14
541 767 79
865 234 58
168 520 33
986 637 17
606 295 29
323 369 72
139 425 42
435 120 124
19 359 19
369 471 -17
123 15 19
54 239 25
541 821 -50
21 936 85
792 248 111
927 215 122
386 110 -25
673 539 20
506 757 52
815 498 68
131 545 -32
573 638 77
990 241 137
528 383 1
927 675 -16
873 384 -5
128 171 32
436 52 93
638 44 147
104 273 51
752 965 15
494 208 -17
569 472 26
937 534 59
204 213 91
303 260 8
823 658 38
569 336 30
806 914 -13
879 722 86
177 656 62
555 123 31
916 587 93
498 187 56
227 755 17
289 989 -10
647 897 45
491 616 109
934 259 77
508 804 2
555 506 -33
869 738 154
930 777 127
886 666 67
756 379 168
987 793 65
196 797 -26
200 245 13
145 589 31
463 922 40
698 756 90
506 395 66
323 358 -22
30 312 15
602 523 21
372 978 21
481 326 -6
694 193 30
543 160 25
394 582 75
431 444 -24
513 172 54
859 95 36
880 339 69
163 701 27
590 589 21
772 535 90
720 39 103
32 705 -20
271 132 64
537 548 117
874 787 68
461 237 136
24 105 -26
751 138 58
921 418 72
847 546 1
175 782 -8
446 564 84
469 63 50
363 215 138
661 180 2
124 652 10
287 466 -37
613 602 53
0 835 80
126 907 -1
282 778 45
944 73 31
178 543 4
884 145 -3
364 478 44
269 758 93
821 925 64
162 962 -51
634 556 50
923 736 121
713 723 74
360 96 70
258 966 69
169 238 -15
583 676 108
76 102 71
885 225 43
879 186 82
209 230 12
852 799 48
488 766 93
164 52 47
326 820 70
331 661 166
446 80 4
974 948 132
853 358 -33
886 8 84
775 810 19
919 671 90
894 372 69
663 709 47
758 44 17
788 678 -35
219 624 -11
740 869 71
713 640 87
885 423 112
577 36 -19
53 183 73
631 69 7
281 137 71
391 234 25
95 908 134
278 945 -45
110 575 -34
613 556 99
840 929 -3
381 724 70
145 435 -3
917 148 81
118 388 134
912 291 52
426 802 59
833 818 49
703 804 106
247 147 61
788 942 -51
244 237 76
868 411 77
779 316 28
188 277 57
957 250 113
359 781 80
492 84 79
226 24 80
338 549 168
818 944 68
319 430 85
999 213 -32
818 359 -48
253 342 136
310 152 7
362 253 -57
125 440 74
438 748 -8
981 471 14
850 871 59
47 847 104
589 352 32
287 61 18
830 161 94
289 64 74
457 259 88
646 873 -31
861 671 50
931 816 -6
374 981 -21
149 661 47
843 350 158
669 815 55
625 406 -14
103 156 35
172 954 52
250 517 -33
27 588 52
395 934 42
8 985 5
694 525 26
309 111 41
655 938 -29
788 801 29
96 602 -16
750 836 92
522 532 86
544 781 37
452 140 30
53 712 56
46 321 78
100 573 0
850 762 108
921 598 149
524 341 -21
582 424 -39
892 138 62
920 204 19
284 282 132
15 158 6
399 626 26
567 548 102
487 634 131
311 575 -26
871 304 134
465 486 138
907 200 43
479 906 56
103 990 18
321 84 8
340 36 76
152 141 181
859 651 173
191 872 150
871 888 53
336 97 8
705 80 47
550 319 68
55 614 43
320 525 -23
362 929 7
453 978 -28
493 222 88
303 871 72
441 47 47
437 368 96
798 202 9
985 763 178
480 392 27
602 903 -31
73 809 33
505 668 40
334 455 -27
157 246 129
133 323 44
896 258 121
430 837 -12
853 756 11
2 105 16
146 687 36
451 119 20
877 426 87
870 561 114
481 69 11
675 387 59
602 278 115
928 189 -15
238 899 61
575 649 69
605 513 15
227 800 -57
542 831 31
453 590 21
716 531 78
840 569 9
648 9 12
593 626 78
555 854 5
549 573 7
950 256 7
814 331 13
493 211 -12
647 408 -39
493 878 14
219 406 12
382 374 26
628 140 62
999 336 21
606 159 65
735 672 38
10 501 127
385 127 7
345 48 9
933 737 -39
879 397 59
744 67 -16
617 756 63
759 612 38
311 355 57
254 793 118
18 780 4
126 196 34
716 800 90
954 661 78
721 848 108
621 416 12
710 471 55
600 151 84
290 334 41
449 990 -14
240 588 -9
597 496 61
27 119 55
135 173 -47
454 148 -29
840 758 63
461 210 133
937 874 110
157 696 109
855 353 37
506 561 113
328 796 2
916 726 36
309 707 88
585 49 93
315 387 1
441 298 16
836 995 2
474 463 97
797 526 37
930 519 47
237 958 -49
824 118 26
847 731 69
744 889 -22
267 536 81
283 433 24
33 360 17
974 289 110
951 610 -1
255 19 10
250 295 7
518 240 18
30 698 -71
726 396 83
896 900 119
719 294 62
755 684 80
165 683 104
523 15 54
751 747 46
635 433 48
860 482 -27
514 3 -1
96 313 58
679 2 58
265 963 56
444 958 59
649 76 94
752 978 10
754 392 44
990 274 57
94 274 -50
834 598 77
854 653 -6
247 55 -8
322 484 -13
878 490 37
540 90 24
12 682 17
701 457 11
706 504 2
307 559 3
497 136 -22
500 813 34
80 192 84
358 866 64
342 653 11
855 281 -5
833 883 30
680 681 18
455 608 90
70 942 -15
269 707 111
248 822 -24
573 892 104
9 193 1
329 913 81
44 122 -12
865 659 36
194 140 30
686 821 56
74 659 -1
12 535 -51
759 637 -24
114 471 43
799 340 75
698 727 160
757 370 -5
771 407 18
476 799 -38
81 356 47
513 332 56
500 981 -11
954 241 82
256 692 71
691 329 6
191 803 118
892 175 54
436 171 48
892 199 53
749 480 109
415 793 162
505 506 4
168 809 155
634 341 17
380 395 55
517 851 49
422 725 68
770 611 23
398 9 78
130 221 -9
765 170 19
166 276 135
764 686 0
257 673 92
604 454 100
305 555 27
583 921 14
391 640 -18
139 755 91
159 615 -64
248 31 70
423 661 80
494 148 15
103 162 99
415 994 45
7 188 61
464 247 75
517 421 119
325 705 50
986 222 65
734 219 52
293 511 -3
321 472 43
736 986 0
788 663 86
720 11 61
647 852 -28
839 324 -1
859 666 56
701 467 113
678 419 6
544 384 11
445 939 -12
775 900 67
717 478 -56
685 787 128
254 259 109
901 342 48
88 949 19
600 804 119
372 965 108
58 719 101
676 892 27
258 105 101
770 51 51
186 370 24
145 620 64
259 488 7
161 536 23
552 988 4
627 363 47
879 268 -1
852 228 24
985 352 81
191 618 60
434 194 116
459 97 70
7 101 -23
498 769 2
406 288 10
852 94 103
906 953 108
184 755 133
460 926 63
648 926 78
6 644 85
959 505 44
863 263 2
142 729 108
609 397 113
301 562 10
760 177 -2
560 617 30
267 535 22
822 696 90
292 120 135
437 655 67
246 213 36
2 375 29
859 528 160
274 351 11
505 653 11
162 732 -65
194 814 96
544 704 42
202 424 26
512 310 41
660 843 6
624 573 -13
158 666 55
579 208 33
37 92 89
341 535 7
109 92 32
502 530 24
68 394 55
439 278 120
144 691 94
815 890 77
880 935 114
391 470 22
904 358 -30
772 80 22
662 923 -7
236 708 55
427 26 14
103 284 -9
311 628 19
461 906 77
781 211 38
534 811 8
941 484 11
304 94 53
83 334 11
899 84 98
958 300 113
983 890 163
275 714 -9
962 174 127
812 194 37
541 967 33
69 273 146
704 920 4
178 140 -27
984 515 11
499 898 60
62 193 -10
874 483 49
108 469 29
295 953 52
614 879 66
228 459 103
716 925 85
821 909 27
726 694 72
37 890 172
955 727 85
159 102 43
823 682 9
252 691 77
614 255 89
510 788 32
456 662 64
89 532 16
658 90 15
388 753 80
625 389 28
785 80 10
706 382 -29
744 368 61
366 145 83
201 339 73
574 796 65
781 522 29
122 363 5
682 555 108
401 871 77
46 804 53
161 226 23
546 99 82
165 939 57
489 633 115
232 966 20
932 446 147
767 553 -38
909 218 107
526 465 59
75 562 -36
850 768 71
721 125 94
679 955 -35
319 256 -23
115 351 31
506 282 133
346 708 12
994 525 47
466 969 69
224 123 -36
996 923 -12
645 16 61
556 574 25
702 60 77
908 94 69
562 739 122
947 996 96
747 137 126
677 642 66
897 437 -38
153 770 2
982 927 -14
796 778 11
255 728 102
756 11 77
179 573 -1
122 877 36
724 489 11
549 731 17
206 749 8
674 741 39
459 471 25
852 471 -20
360 529 -35
267 458 10
373 232 76
422 461 23
281 893 51
775 329 50
99 864 81
333 785 123
689 787 78
315 801 -17
832 714 -12
387 635 9
424 581 93
967 729 136
124 424 -36
152 183 57
933 258 -57
722 532 57
770 55 -36
914 908 88
36 139 63
849 592 -29
980 871 54
297 452 50
436 56 130
602 890 78
708 929 -4
586 725 100
937 288 10
615 467 125
384 538 68
470 648 54
844 794 59
594 463 95
734 732 75
153 663 67
42 188 88
489 654 74
570 227 51
601 622 98
211 92 33
409 698 109
391 473 29
693 631 129
264 8 126
30 397 78
939 993 51
967 34 59
589 565 16
595 784 61
106 935 112
342 510 87
383 556 61
940 93 76
421 204 -37
46 837 39
493 277 -8
269 621 81
771 86 37
763 102 -15
704 640 4
581 778 45
968 438 42
201 436 -4
689 533 89
813 641 20
821 513 56
418 53 62
722 584 44
389 262 104
760 82 73
914 336 101
1 912 104
633 544 33
875 792 -29
64 501 94
663 387 33
31 0 -11
385 371 36
250 543 47
718 314 91
351 406 21
167 991 70
598 930 40
561 110 70
163 182 109
663 303 10
371 96 80
666 522 77
414 698 55
411 39 -45
884 58 8
919 607 112
738 357 57
386 445 64
816 739 21
430 302 43
72 360 50
29 484 -58
483 131 72
811 956 79
72 287 60
114 175 41
655 962 -6
430 228 -52
140 714 42
263 317 14
373 236 58
526 554 173
784 168 70
932 278 174
150 392 -18
374 286 73
494 509 87
795 697 55
921 644 40
414 390 66
344 212 64
242 253 0
196 290 -65
650 742 88
742 363 -64
605 298 -56
558 818 94
873 900 71
158 373 49
750 714 25
182 4 -49
624 163 -14
211 183 54
724 399 33
996 454 42
106 471 63
79 251 8
139 687 63
343 915 88
237 539 53
184 276 138
217 119 101
755 832 46
320 859 -8
453 64 41
80 476 18
564 832 23
229 76 102
434 141 139
577 445 91
534 176 34
21 820 -31
400 960 1
571 122 32
578 244 82
432 419 23
654 306 46
883 675 3
352 613 81
123 713 24
706 832 -8
993 815 105
642 725 53
224 671 69
1 684 114
437 393 91
60 432 133
103 872 44
549 237 23
423 886 24
685 590 69
840 657 -7
551 797 -30
392 106 69
33 736 0
67 631 139
570 615 -9
314 293 1
556 343 70
673 976 39
811 557 36
99 14 68
578 90 93
550 259 30
660 211 80
440 136 -34
171 841 144
8 614 0
23 531 38
66 338 -34
488 858 72
986 78 46
545 473 107
611 287 111
489 277 28
900 748 -7
928 313 33
60 91 74
827 690 95
326 220 63
371 844 -50
657 758 53
385 691 54
873 381 57
52 72 28
748 834 153
72 82 -9
176 845 10
44 816 14
675 329 79
776 422 84
871 525 68
263 165 23
957 487 6
573 954 120
346 493 79
149 429 61
138 571 0
213 352 81
424 466 114
423 934 11
813 853 143
383 890 122
485 419 -15
526 462 102
339 283 7
146 629 72
308 533 72
76 835 67
494 859 -58
39 756 31
147 524 86
515 858 -40
996 577 36
289 379 95
307 947 11
947 673 33
796 671 59
40 531 14
590 83 37
147 898 62
160 215 104
305 534 56
662 187 75
822 687 82
318 961 -61
260 723 107
309 319 -6
431 928 -12
830 881 38
217 872 129
760 933 114
826 352 85
143 974 -57
387 783 1
190 154 59
991 356 -5
286 535 20
131 298 51
195 669 105
901 814 83
601 940 40
478 168 62
383 986 78
357 915 57
443 592 80
908 574 63
913 79 -26
258 570 79
232 440 114
694 230 34
203 235 -8
358 934 18
193 479 90
393 332 61
636 303 19
157 231 100
896 435 51
400 55 55
892 257 3
989 991 89
759 368 146
855 151 -2
360 740 -39
258 763 65
212 193 -47
996 35 25
908 622 11
829 982 113
919 280 40
957 223 107
412 435 109
662 952 61
586 80 12
250 403 84
685 368 67
338 751 52
507 707 133
161 39 20
302 617 -20
882 107 37
177 610 89
11 746 12
946 684 5
70 982 74
608 592 86
302 375 35
743 21 114
79 828 41
979 929 49
198 21 114
748 983 87
201 584 28
325 14 53
892 879 90
118 265 -2
512 571 78
747 152 71
815 517 -40
281 472 99
398 347 175
172 801 46
740 251 94
707 791 -10
93 572 57
892 383 52
160 586 36
480 484 20
838 280 91
501 759 30
544 741 12
308 828 16
588 46 57
234 872 119
746 517 52
315 742 -2
239 556 64
16 275 106
629 417 -2
102 137 52
879 621 83
192 278 115
675 449 63
103 65 73
567 495 26
950 171 -5
734 92 43
263 124 19
962 676 107
804 25 15
525 158 82
125 452 77
27 224 78
210 564 9
639 650 79
313 143 106
404 515 160
467 111 51
539 283 26
881 710 49
123 811 47
669 111 -1
23 907 -20
940 564 104
970 57 50
622 798 -17
818 177 16
319 636 54
758 887 54
246 654 39
429 9 61
936 582 107
22 428 78
316 822 -33
14 404 11
576 624 81
21 343 81
619 498 72
16 491 -14
18 291 24
277 891 40
718 814 24
99 64 101
651 905 34
899 716 72
752 735 71
799 487 27
454 299 32
826 498 87
960 661 65
167 208 51
851 855 55
912 463 94
653 727 165
627 663 171
781 276 86
878 836 108
412 996 161
281 996 82
991 881 -6
620 401 27
50 884 94
633 307 35
112 175 112
688 529 56
944 16 22
986 769 -8
132 352 63
291 228 44
969 756 6
789 601 83
517 509 156
643 31 66
140 574 46
405 641 98
67 934 29
600 27 64
500 902 95
604 301 35
518 686 -2
833 206 12
285 429 79
864 809 117
798 725 48
740 818 68
549 968 56
324 743 58
553 129 62
297 979 85
244 959 65
720 557 86
229 217 -14
725 224 49
70 752 72
684 749 -3
501 524 48
257 448 105
998 243 57
896 936 130
825 131 17
649 396 68
932 627 23
848 130 57
558 522 125
310 610 8
585 248 57
106 956 82
283 308 72
132 297 15
421 906 -5
906 437 56
986 492 85
151 386 118
748 922 156
844 932 81
348 458 34
342 617 25
339 280 48
845 924 48
935 325 -6
867 814 55
908 273 62
925 812 67
824 171 5
305 405 -21
481 402 42
24 335 42
322 956 24
928 409 -35
724 801 41
519 65 86
134 586 52
868 555 61
122 321 87
409 204 69
928 94 116
415 995 32
8 89 30
620 851 -12
379 480 30
26 592 110
329 552 37
733 264 23
504 406 66
307 330 96
92 841 67
465 203 119
755 738 11
914 132 83
804 786 62
196 917 -37
421 550 52
642 782 61
749 845 10
116 851 63
469 370 15
896 591 112
510 490 6
100 853 123
18 757 -30
687 737 28
344 858 -66
883 633 49
772 835 74
410 549 145
451 463 85
514 571 -9
266 197 82
765 838 -84
269 869 6
479 784 46
706 310 -3
853 389 7
526 925 92
330 126 109
525 903 92
378 475 -22
370 111 102
983 25 69
576 663 46
1 370 -7
629 869 7
33 72 13
393 203 109
824 767 52
143 511 -25
947 815 8
620 382 30
225 47 109
924 919 36
979 892 130
271 296 63
411 428 -10
249 519 42
520 885 36
724 498 126
290 515 135
771 84 39
896 440 166
702 237 35
620 505 28
333 452 78
115 154 82
750 572 45
906 222 103
505 725 70
208 472 55
935 658 61
689 885 26
707 267 -2
761 419 17
443 202 73
268 204 77
519 199 76
947 941 48
687 904 52
634 358 -15
924 75 46
948 915 44
113 558 -2
402 974 35
860 460 26
442 142 40
835 946 28
143 770 60
990 870 -30
96 321 28
595 387 60
48 182 153
741 286 79
346 334 1
861 757 40
803 475 -18
429 370 -17
93 513 -18
52 836 25
855 395 68
553 86 33
537 558 69
415 241 170
376 128 5
798 782 77
758 688 14
539 228 13
749 147 109
376 407 33
839 918 23
109 76 4
580 421 76
436 687 90
553 701 32
318 259 42
331 124 145
279 298 93
75 674 -24
152 62 114
838 75 127
174 571 -20
509 376 27
531 762 -17
513 631 92
934 891 72
175 274 10
113 651 60
688 551 94
37 145 124
621 448 118
230 99 120
406 259 61
353 575 -15
713 300 47
652 201 71
875 431 62
168 993 59
894 121 90
501 211 49
210 861 -8
641 845 32
966 646 129
652 982 122
498 818 -13
356 276 62
511 924 70
378 798 12
540 440 76
940 322 49
173 678 87
696 798 23
94 903 -3
668 38 77
537 748 35
808 169 42
188 492 11
132 939 27
874 983 -33
544 831 13
561 907 37
851 502 88
379 786 -43
829 968 95
62 72 43
171 654 85
339 588 15
848 56 77
299 944 112
303 440 127
150 366 104
218 955 -9
359 219 96
162 335 28
393 836 116
2 668 -17
589 348 26
410 144 1
504 215 82
206 441 83
117 160 104
180 836 144
873 907 42
600 498 115
550 901 11
384 674 86
103 608 68
831 48 71
617 192 124
966 634 44
380 340 -31
207 284 43
454 408 52
619 313 92
102 604 20
887 214 -5
638 751 29
946 891 9
878 626 103
827 52 41
475 607 45
958 927 98
814 788 37
849 601 -26
342 634 74
946 791 24
682 807 99
945 499 85
328 93 62
786 940 125
912 476 -21
447 425 50
843 178 111
419 223 78
538 154 79
77 539 56
645 868 -43
993 581 74
866 336 137
347 329 1
824 807 86
55 742 65
880 875 67
654 853 123
916 933 109
552 21 -5
833 179 46
346 494 39
949 370 5
818 170 81
21 322 73
864 301 67
283 581 60
142 62 72
907 768 28
927 477 24
873 754 60
59 786 2
900 444 -24
297 421 140
495 424 72
892 223 28
644 212 39
446 271 62
815 463 87
149 327 44
253 988 58
534 870 3
541 409 28
135 226 61
660 488 5
257 339 75
531 211 -29
943 354 -15
388 893 59
63 279 17
639 164 36
350 347 34
481 228 46
223 900 65
753 406 -22
52 879 4
296 789 -49
501 17 44
88 203 187
971 349 -60
112 282 93
151 748 -11
409 153 168
343 484 -29
565 752 38
264 140 43
939 899 9
892 682 14
177 507 107
67 62 122
393 388 138
681 607 46
54 527 117
298 771 144
449 514 39
519 514 65
845 67 83
188 738 110
73 553 -10
322 14 20
146 760 55
434 967 49
765 735 -29
595 413 95
908 943 -7
182 184 -8
196 278 71
779 901 10
730 728 -47
456 61 27
180 515 140
742 489 60
441 537 -38
97 989 -26
419 451 112
895 623 97
679 926 3
581 819 52
470 455 -62
863 449 36
678 514 104
367 232 140
178 838 -4
556 593 61
87 985 20
313 2 38
409 367 86
218 981 -37
941 304 78
975 537 51
898 213 37
860 634 104
464 227 110
258 447 63
433 821 3
737 26 29
354 567 110
389 359 7
819 916 12
436 373 57
19 793 116
892 8 103
301 683 37
743 400 -4
185 115 -27
233 217 68
423 779 139
438 706 82
306 991 63
375 294 35
23 753 3
40 803 44
14 819 109
173 0 125
710 28 90
33 316 56
477 644 79
965 287 98
854 665 61
132 768 27
712 731 80
674 465 57
926 697 -25
775 273 50
685 850 7
616 163 -27
525 558 47
8 425 22
642 807 163
944 809 15
728 94 161
813 629 41
652 642 71
748 89 103
211 642 96
856 519 -11
101 661 116
205 297 51
937 975 32
605 978 -23
918 410 75
186 756 49
934 74 105
546 484 27
876 710 96
854 470 110
242 589 34
506 232 146
504 287 151
725 277 58
459 549 83
621 580 21
